Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_#MR_desc;We can no longer maintain our rulership of Marathas, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RAJ_title;Grant Rajputana Independence;;;;;;;;;;;;;
gtfo_RAJ_desc;We can no longer maintain our rulership of Rajputana, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SRI_title;Grant Sri Lanka Independence;;;;;;;;;;;;;
gtfo_SRI_desc;We can no longer maintain our rulership of Sri Lanka, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AGC_title;Grant Angoche Independence;;;;;;;;;;;;;
gtfo_AGC_desc;We can no longer maintain our rulership of Angoche, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ANG_title;Grant Angola Independence;;;;;;;;;;;;;
gtfo_ANG_desc;We can no longer maintain our rulership of Angola, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARO_title;Grant Aro Independence;;;;;;;;;;;;;
gtfo_ARO_desc;We can no longer maintain our rulership of Aro, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ASH_title;Grant Ashanti Independence;;;;;;;;;;;;;
gtfo_ASH_desc;We can no longer maintain our rulership of Ashanti, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AWS_title;Grant Awsa Independence;;;;;;;;;;;;;
gtfo_AWS_desc;We can no longer maintain our rulership of Awsa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AZA_title;Grant Azande Independence;;;;;;;;;;;;;
gtfo_AZA_desc;We can no longer maintain our rulership of Azande, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BEN_title;Grant Benin Independence;;;;;;;;;;;;;
gtfo_BEN_desc;We can no longer maintain our rulership of Benin, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BMK_title;Grant Bamako Independence;;;;;;;;;;;;;
gtfo_BMK_desc;We can no longer maintain our rulership of Bamako, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRD_title;Grant Urundi Independence;;;;;;;;;;;;;
gtfo_BRD_desc;We can no longer maintain our rulership of Urundi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BSH_title;Grant Basotho Independence;;;;;;;;;;;;;
gtfo_BSH_desc;We can no longer maintain our rulership of Basotho, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BUG_title;Grant Buganda Independence;;;;;;;;;;;;;
gtfo_BUG_desc;We can no longer maintain our rulership of Buganda, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CAR_title;Grant Central African Republic Independence;;;;;;;;;;;;;
gtfo_CAR_desc;We can no longer maintain our rulership of Central African Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CGO_title;Grant Congo-Brazzaville Independence;;;;;;;;;;;;;
gtfo_CGO_desc;We can no longer maintain our rulership of Congo-Brazzaville, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHD_title;Grant Chad Independence;;;;;;;;;;;;;
gtfo_CHD_desc;We can no longer maintain our rulership of Chad, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CLA_title;Grant Calabar Independence;;;;;;;;;;;;;
gtfo_CLA_desc;We can no longer maintain our rulership of Calabar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CMR_title;Grant Cameroon Independence;;;;;;;;;;;;;
gtfo_CMR_desc;We can no longer maintain our rulership of Cameroon, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CYR_title;Grant Cyrenaica Independence;;;;;;;;;;;;;
gtfo_CYR_desc;We can no longer maintain our rulership of Cyrenaica, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAH_title;Grant Dahomey Independence;;;;;;;;;;;;;
gtfo_DAH_desc;We can no longer maintain our rulership of Dahomey, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAM_title;Grant Damagaram Independence;;;;;;;;;;;;;
gtfo_DAM_desc;We can no longer maintain our rulership of Damagaram, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAR_title;Grant Darfur Independence;;;;;;;;;;;;;
gtfo_DAR_desc;We can no longer maintain our rulership of Darfur, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DND_title;Grant Dendi Independence;;;;;;;;;;;;;
gtfo_DND_desc;We can no longer maintain our rulership of Dendi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GAB_title;Grant Gabon Independence;;;;;;;;;;;;;
gtfo_GAB_desc;We can no longer maintain our rulership of Gabon, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GAZ_title;Grant Gaza Independence;;;;;;;;;;;;;
gtfo_GAZ_desc;We can no longer maintain our rulership of Gaza, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GBU_title;Grant Gabu Independence;;;;;;;;;;;;;
gtfo_GBU_desc;We can no longer maintain our rulership of Gabu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GEL_title;Grant Geledi Independence;;;;;;;;;;;;;
gtfo_GEL_desc;We can no longer maintain our rulership of Geledi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GMB_title;Grant Gambia Independence;;;;;;;;;;;;;
gtfo_GMB_desc;We can no longer maintain our rulership of Gambia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GNE_title;Grant Guinea Independence;;;;;;;;;;;;;
gtfo_GNE_desc;We can no longer maintain our rulership of Guinea, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GON_title;Grant Gonder Independence;;;;;;;;;;;;;
gtfo_GON_desc;We can no longer maintain our rulership of Gonder, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAR_title;Grant Harar Independence;;;;;;;;;;;;;
gtfo_HAR_desc;We can no longer maintain our rulership of Harar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IVC_title;Grant Ivory Coast Independence;;;;;;;;;;;;;
gtfo_IVC_desc;We can no longer maintain our rulership of Ivory Coast, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAL_title;Grant Jallon Independence;;;;;;;;;;;;;
gtfo_JAL_desc;We can no longer maintain our rulership of Jallon, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAF_title;Grant Kaffa Independence;;;;;;;;;;;;;
gtfo_KAF_desc;We can no longer maintain our rulership of Kaffa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KBO_title;Grant Kanem-Bornu Independence;;;;;;;;;;;;;
gtfo_KBO_desc;We can no longer maintain our rulership of Kanem-Bornu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KNG_title;Grant Kong Independence;;;;;;;;;;;;;
gtfo_KNG_desc;We can no longer maintain our rulership of Kong, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KNY_title;Grant Kenya Independence;;;;;;;;;;;;;
gtfo_KNY_desc;We can no longer maintain our rulership of Kenya, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KON_title;Grant Kongo Independence;;;;;;;;;;;;;
gtfo_KON_desc;We can no longer maintain our rulership of Kongo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KUB_title;Grant Kuba Independence;;;;;;;;;;;;;
gtfo_KUB_desc;We can no longer maintain our rulership of Kuba, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KZB_title;Grant Kazembe Independence;;;;;;;;;;;;;
gtfo_KZB_desc;We can no longer maintain our rulership of Kazembe, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LBA_title;Grant Luba Independence;;;;;;;;;;;;;
gtfo_LBA_desc;We can no longer maintain our rulership of Luba, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LBY_title;Grant Libya Independence;;;;;;;;;;;;;
gtfo_LBY_desc;We can no longer maintain our rulership of Libya, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LOA_title;Grant Loango Independence;;;;;;;;;;;;;
gtfo_LOA_desc;We can no longer maintain our rulership of Loango, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUN_title;Grant Lunda Independence;;;;;;;;;;;;;
gtfo_LUN_desc;We can no longer maintain our rulership of Lunda, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAJ_title;Grant Majeerteen Independence;;;;;;;;;;;;;
gtfo_MAJ_desc;We can no longer maintain our rulership of Majeerteen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAS_title;Grant Massina Independence;;;;;;;;;;;;;
gtfo_MAS_desc;We can no longer maintain our rulership of Massina, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAT_title;Grant Matabele Independence;;;;;;;;;;;;;
gtfo_MAT_desc;We can no longer maintain our rulership of Matabele, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MLI_title;Grant Mali Independence;;;;;;;;;;;;;
gtfo_MLI_desc;We can no longer maintain our rulership of Mali, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MLW_title;Grant Malawi Independence;;;;;;;;;;;;;
gtfo_MLW_desc;We can no longer maintain our rulership of Malawi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MNG_title;Grant Mongo Independence;;;;;;;;;;;;;
gtfo_MNG_desc;We can no longer maintain our rulership of Mongo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MOS_title;Grant Mossi Independence;;;;;;;;;;;;;
gtfo_MOS_desc;We can no longer maintain our rulership of Mossi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MOZ_title;Grant Mozambique Independence;;;;;;;;;;;;;
gtfo_MOZ_desc;We can no longer maintain our rulership of Mozambique, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NGR_title;Grant Nigeria Independence;;;;;;;;;;;;;
gtfo_NGR_desc;We can no longer maintain our rulership of Nigeria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NIG_title;Grant Niger Independence;;;;;;;;;;;;;
gtfo_NIG_desc;We can no longer maintain our rulership of Niger, considering the developing political situation.;;;;;;;;;;;;;
gtfo_OYO_title;Grant Oyo Independence;;;;;;;;;;;;;
gtfo_OYO_desc;We can no longer maintain our rulership of Oyo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RWA_title;Grant Ruanda Independence;;;;;;;;;;;;;
gtfo_RWA_desc;We can no longer maintain our rulership of Ruanda, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SEG_title;Grant Segu Independence;;;;;;;;;;;;;
gtfo_SEG_desc;We can no longer maintain our rulership of Segu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SHO_title;Grant Shona Independence;;;;;;;;;;;;;
gtfo_SHO_desc;We can no longer maintain our rulership of Shona, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SHW_title;Grant Shewa Independence;;;;;;;;;;;;;
gtfo_SHW_desc;We can no longer maintain our rulership of Shewa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SID_title;Grant Sidama Independence;;;;;;;;;;;;;
gtfo_SID_desc;We can no longer maintain our rulership of Sidama, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SLE_title;Grant Sierra Leone Independence;;;;;;;;;;;;;
gtfo_SLE_desc;We can no longer maintain our rulership of Sierra Leone, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SNG_title;Grant Senegal Independence;;;;;;;;;;;;;
gtfo_SNG_desc;We can no longer maintain our rulership of Senegal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SOM_title;Grant Somalia Independence;;;;;;;;;;;;;
gtfo_SOM_desc;We can no longer maintain our rulership of Somalia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SUA_title;Grant Suazi Independence;;;;;;;;;;;;;
gtfo_SUA_desc;We can no longer maintain our rulership of Suazi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SUD_title;Grant Sudan Independence;;;;;;;;;;;;;
gtfo_SUD_desc;We can no longer maintain our rulership of Sudan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TIG_title;Grant Tigray Independence;;;;;;;;;;;;;
gtfo_TIG_desc;We can no longer maintain our rulership of Tigray, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TNZ_title;Grant Tanzania Independence;;;;;;;;;;;;;
gtfo_TNZ_desc;We can no longer maintain our rulership of Tanzania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TOG_title;Grant Togo Independence;;;;;;;;;;;;;
gtfo_TOG_desc;We can no longer maintain our rulership of Togo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TOO_title;Grant Tooro Independence;;;;;;;;;;;;;
gtfo_TOO_desc;We can no longer maintain our rulership of Tooro, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TOU_title;Grant Tukulor Independence;;;;;;;;;;;;;
gtfo_TOU_desc;We can no longer maintain our rulership of Tukulor, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRZ_title;Grant Trarza Independence;;;;;;;;;;;;;
gtfo_TRZ_desc;We can no longer maintain our rulership of Trarza, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TSW_title;Grant Botswana Independence;;;;;;;;;;;;;
gtfo_TSW_desc;We can no longer maintain our rulership of Botswana, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WAD_title;Grant Wadai Independence;;;;;;;;;;;;;
gtfo_WAD_desc;We can no longer maintain our rulership of Wadai, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WRI_title;Grant Warri Independence;;;;;;;;;;;;;
gtfo_WRI_desc;We can no longer maintain our rulership of Warri, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WOL_title;Grant Wolof Independence;;;;;;;;;;;;;
gtfo_WOL_desc;We can no longer maintain our rulership of Wolof, considering the developing political situation.;;;;;;;;;;;;;
gtfo_XHO_title;Grant Xhosa Independence;;;;;;;;;;;;;
gtfo_XHO_desc;We can no longer maintain our rulership of Xhosa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ZAM_title;Grant Zambia Independence;;;;;;;;;;;;;
gtfo_ZAM_desc;We can no longer maintain our rulership of Zambia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DJA_title;Grant Jambi Independence;;;;;;;;;;;;;
gtfo_DJA_desc;We can no longer maintain our rulership of Jambi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FJN_title;Grant Fujian Independence;;;;;;;;;;;;;
gtfo_FJN_desc;We can no longer maintain our rulership of Fujian, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GMJ_title;Grant Guominjun Independence;;;;;;;;;;;;;
gtfo_GMJ_desc;We can no longer maintain our rulership of Guominjun, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GNG_title;Grant Guangdong Independence;;;;;;;;;;;;;
gtfo_GNG_desc;We can no longer maintain our rulership of Guangdong, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HNN_title;Grant Hunan Independence;;;;;;;;;;;;;
gtfo_HNN_desc;We can no longer maintain our rulership of Hunan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HUI_title;Grant Anhui Independence;;;;;;;;;;;;;
gtfo_HUI_desc;We can no longer maintain our rulership of Anhui, considering the developing political situation.;;;;;;;;;;;;;
gtfo_INO_title;Grant Indonesia Independence;;;;;;;;;;;;;
gtfo_INO_desc;We can no longer maintain our rulership of Indonesia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KCH_title;Grant Kachin Independence;;;;;;;;;;;;;
gtfo_KCH_desc;We can no longer maintain our rulership of Kachin, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KLM_title;Grant Kalimantan Independence;;;;;;;;;;;;;
gtfo_KLM_desc;We can no longer maintain our rulership of Kalimantan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KMT_title;Grant Nationalist China Independence;;;;;;;;;;;;;
gtfo_KMT_desc;We can no longer maintain our rulership of Nationalist China, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KTI_title;Grant Kutai Independence;;;;;;;;;;;;;
gtfo_KTI_desc;We can no longer maintain our rulership of Kutai, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LAN_title;Grant Lanfang Independence;;;;;;;;;;;;;
gtfo_LAN_desc;We can no longer maintain our rulership of Lanfang, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LXA_title;Grant Lan Xang Independence;;;;;;;;;;;;;
gtfo_LXA_desc;We can no longer maintain our rulership of Lan Xang, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAL_title;Grant Maluku Independence;;;;;;;;;;;;;
gtfo_MAL_desc;We can no longer maintain our rulership of Maluku, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MLY_title;Grant Malaya Independence;;;;;;;;;;;;;
gtfo_MLY_desc;We can no longer maintain our rulership of Malaya, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SHA_title;Grant Shan Independence;;;;;;;;;;;;;
gtfo_SHA_desc;We can no longer maintain our rulership of Shan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SLW_title;Grant Sulawesi Independence;;;;;;;;;;;;;
gtfo_SLW_desc;We can no longer maintain our rulership of Sulawesi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SAK_title;Grant Siak Independence;;;;;;;;;;;;;
gtfo_SAK_desc;We can no longer maintain our rulership of Siak, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SUL_title;Grant Sulu Independence;;;;;;;;;;;;;
gtfo_SUL_desc;We can no longer maintain our rulership of Sulu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SWK_title;Grant Sarawak Independence;;;;;;;;;;;;;
gtfo_SWK_desc;We can no longer maintain our rulership of Sarawak, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SZC_title;Grant Sichuan Independence;;;;;;;;;;;;;
gtfo_SZC_desc;We can no longer maintain our rulership of Sichuan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TAI_title;Grant Taiwan Independence;;;;;;;;;;;;;
gtfo_TAI_desc;We can no longer maintain our rulership of Taiwan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHO_title;Grant Choshu Independence;;;;;;;;;;;;;
gtfo_CHO_desc;We can no longer maintain our rulership of Choshu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAG_title;Grant Kaga Independence;;;;;;;;;;;;;
gtfo_KAG_desc;We can no longer maintain our rulership of Kaga, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RYU_title;Grant Ryukyu Independence;;;;;;;;;;;;;
gtfo_RYU_desc;We can no longer maintain our rulership of Ryukyu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SAT_title;Grant Satsuma Independence;;;;;;;;;;;;;
gtfo_SAT_desc;We can no longer maintain our rulership of Satsuma, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SEN_title;Grant Sendai Independence;;;;;;;;;;;;;
gtfo_SEN_desc;We can no longer maintain our rulership of Sendai, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TKG_title;Grant Shogunate Japan Independence;;;;;;;;;;;;;
gtfo_TKG_desc;We can no longer maintain our rulership of Shogunate Japan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TOS_title;Grant Tosa Independence;;;;;;;;;;;;;
gtfo_TOS_desc;We can no longer maintain our rulership of Tosa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YZW_title;Grant Yonezawa Independence;;;;;;;;;;;;;
gtfo_YZW_desc;We can no longer maintain our rulership of Yonezawa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FIJ_title;Grant Fiji Independence;;;;;;;;;;;;;
gtfo_FIJ_desc;We can no longer maintain our rulership of Fiji, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TGA_title;Grant Tonga Independence;;;;;;;;;;;;;
gtfo_TGA_desc;We can no longer maintain our rulership of Tonga, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARA_title;Grant Arabia Independence;;;;;;;;;;;;;
gtfo_ARA_desc;We can no longer maintain our rulership of Arabia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BYE_title;Grant Belarus Independence;;;;;;;;;;;;;
gtfo_BYE_desc;We can no longer maintain our rulership of Belarus, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PLC_title;Grant Poland-Lithuania Independence;;;;;;;;;;;;;
gtfo_PLC_desc;We can no longer maintain our rulership of Poland-Lithuania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UBD_title;Grant United Baltic Provinces Independence;;;;;;;;;;;;;
gtfo_UBD_desc;We can no longer maintain our rulership of United Baltic Provinces, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DEN_title;Grant Denmark Independence;;;;;;;;;;;;;
gtfo_DEN_desc;We can no longer maintain our rulership of Denmark, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FIN_title;Grant Finland Independence;;;;;;;;;;;;;
gtfo_FIN_desc;We can no longer maintain our rulership of Finland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NOR_title;Grant Norway Independence;;;;;;;;;;;;;
gtfo_NOR_desc;We can no longer maintain our rulership of Norway, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SCA_title;Grant Scandinavia Independence;;;;;;;;;;;;;
gtfo_SCA_desc;We can no longer maintain our rulership of Scandinavia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SWE_title;Grant Sweden Independence;;;;;;;;;;;;;
gtfo_SWE_desc;We can no longer maintain our rulership of Sweden, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BEL_title;Grant Belgium Independence;;;;;;;;;;;;;
gtfo_BEL_desc;We can no longer maintain our rulership of Belgium, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CAT_title;Grant Catalonia Independence;;;;;;;;;;;;;
gtfo_CAT_desc;We can no longer maintain our rulership of Catalonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FLA_title;Grant Flanders Independence;;;;;;;;;;;;;
gtfo_FLA_desc;We can no longer maintain our rulership of Flanders, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IRE_title;Grant Ireland Independence;;;;;;;;;;;;;
gtfo_IRE_desc;We can no longer maintain our rulership of Ireland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NET_title;Grant Netherlands Independence;;;;;;;;;;;;;
gtfo_NET_desc;We can no longer maintain our rulership of Netherlands, considering the developing political situation.;;;;;;;;;;;;;
gtfo_POR_title;Grant Portugal Independence;;;;;;;;;;;;;
gtfo_POR_desc;We can no longer maintain our rulership of Portugal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SCO_title;Grant Scotland Independence;;;;;;;;;;;;;
gtfo_SCO_desc;We can no longer maintain our rulership of Scotland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SPA_title;Grant Spain Independence;;;;;;;;;;;;;
gtfo_SPA_desc;We can no longer maintain our rulership of Spain, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WLL_title;Grant Wallonia Independence;;;;;;;;;;;;;
gtfo_WLL_desc;We can no longer maintain our rulership of Wallonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ANH_title;Grant Anhalt Independence;;;;;;;;;;;;;
gtfo_ANH_desc;We can no longer maintain our rulership of Anhalt, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAD_title;Grant Baden Independence;;;;;;;;;;;;;
gtfo_BAD_desc;We can no longer maintain our rulership of Baden, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAV_title;Grant Bavaria Independence;;;;;;;;;;;;;
gtfo_BAV_desc;We can no longer maintain our rulership of Bavaria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRA_title;Grant Braunschweig Independence;;;;;;;;;;;;;
gtfo_BRA_desc;We can no longer maintain our rulership of Braunschweig, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRE_title;Grant Bremen Independence;;;;;;;;;;;;;
gtfo_BRE_desc;We can no longer maintain our rulership of Bremen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_COB_title;Grant Saxe-Coburg-Gotha Independence;;;;;;;;;;;;;
gtfo_COB_desc;We can no longer maintain our rulership of Saxe-Coburg-Gotha, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DZG_title;Grant Danzig Independence;;;;;;;;;;;;;
gtfo_DZG_desc;We can no longer maintain our rulership of Danzig, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FRM_title;Grant Frankfurt am Main Independence;;;;;;;;;;;;;
gtfo_FRM_desc;We can no longer maintain our rulership of Frankfurt am Main, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAM_title;Grant Hamburg Independence;;;;;;;;;;;;;
gtfo_HAM_desc;We can no longer maintain our rulership of Hamburg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAN_title;Grant Hanover Independence;;;;;;;;;;;;;
gtfo_HAN_desc;We can no longer maintain our rulership of Hanover, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HES_title;Grant Hesse-Darmstadt Independence;;;;;;;;;;;;;
gtfo_HES_desc;We can no longer maintain our rulership of Hesse-Darmstadt, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HEK_title;Grant Hesse-Kassel Independence;;;;;;;;;;;;;
gtfo_HEK_desc;We can no longer maintain our rulership of Hesse-Kassel, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HOL_title;Grant Holstein Independence;;;;;;;;;;;;;
gtfo_HOL_desc;We can no longer maintain our rulership of Holstein, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LIP_title;Grant Lippe-Detmold Independence;;;;;;;;;;;;;
gtfo_LIP_desc;We can no longer maintain our rulership of Lippe-Detmold, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUB_title;Grant Lubeck Independence;;;;;;;;;;;;;
gtfo_LUB_desc;We can no longer maintain our rulership of Lubeck, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUX_title;Grant Luxemburg Independence;;;;;;;;;;;;;
gtfo_LUX_desc;We can no longer maintain our rulership of Luxemburg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MEC_title;Grant Mecklenburg Independence;;;;;;;;;;;;;
gtfo_MEC_desc;We can no longer maintain our rulership of Mecklenburg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MEI_title;Grant Saxe-Meiningen Independence;;;;;;;;;;;;;
gtfo_MEI_desc;We can no longer maintain our rulership of Saxe-Meiningen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NAS_title;Grant Nassau Independence;;;;;;;;;;;;;
gtfo_NAS_desc;We can no longer maintain our rulership of Nassau, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NGF_title;Grant North German Fed Independence;;;;;;;;;;;;;
gtfo_NGF_desc;We can no longer maintain our rulership of North German Fed, considering the developing political situation.;;;;;;;;;;;;;
gtfo_OLD_title;Grant Oldenburg Independence;;;;;;;;;;;;;
gtfo_OLD_desc;We can no longer maintain our rulership of Oldenburg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SAX_title;Grant Saxony Independence;;;;;;;;;;;;;
gtfo_SAX_desc;We can no longer maintain our rulership of Saxony, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SCH_title;Grant Schleswig Independence;;;;;;;;;;;;;
gtfo_SCH_desc;We can no longer maintain our rulership of Schleswig, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SGF_title;Grant South German Fed Independence;;;;;;;;;;;;;
gtfo_SGF_desc;We can no longer maintain our rulership of South German Fed, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WEI_title;Grant Saxe-Weimar Independence;;;;;;;;;;;;;
gtfo_WEI_desc;We can no longer maintain our rulership of Saxe-Weimar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WUR_title;Grant Wurttemberg Independence;;;;;;;;;;;;;
gtfo_WUR_desc;We can no longer maintain our rulership of Wurttemberg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LOM_title;Grant Lombardia Independence;;;;;;;;;;;;;
gtfo_LOM_desc;We can no longer maintain our rulership of Lombardia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUC_title;Grant Lucca Independence;;;;;;;;;;;;;
gtfo_LUC_desc;We can no longer maintain our rulership of Lucca, considering the developing political situation.;;;;;;;;;;;;;
